item_id,translator,precomposed_n,seg_mismatch,n_seg_src,n_seg_hyp,len_ratio,consensus_chrf,bengali_frac,assamese_n,devanagari_n,double_virama_n,other_script_n,other_script_chars,bn_option_labels_n,latin_word_n,latin_words,gloss_n,num_src,num_missing,num_hard_n,num_soft_n,num_missing_list,num_recall,dup_option_n,roundtrip_chrf,len_z,cometkiwi_mean,cometkiwi_min,metricx_mean,metricx_min,metricx_err_mean,metricx_err_max,labse_mean,labse_min,n_seg_scored,option_swap_n,option_swaps,decision,decision_reason
US-00338,gpt-oss:120b,0,0,7,7,1.0629067245119306,,0.9915014164305948,0,0,0,0,,0,0,,0,17,0,0,0,,1.0,0,72.1492286104996,1.2959336370585135,0.7681506531579154,0.6134565472602844,-2.067981515611921,-5.225883960723877,2.067981515611921,5.225883960723877,0.7671935984066555,0.6621216535568237,7,0,,PASS,
US-00339,gpt-oss:120b,0,0,7,7,0.9650037230081906,,0.9903691813804172,0,0,0,0,,0,0,,0,14,0,0,0,,1.0,0,70.9239494474325,-0.6573002964412914,0.7303528359958104,0.6211705207824707,-2.103099133287157,-6.234841346740723,2.103099133287157,6.234841346740723,0.7798329506601606,0.6878153085708618,7,0,,PASS,
US-00340,gpt-oss:120b,0,0,8,8,0.9960975609756098,,0.9861660079051384,0,0,0,0,,0,0,,0,8,0,0,0,,1.0,0,69.91950165610209,-0.0369562977091624,0.8343513682484627,0.8102468252182007,-1.1607067175209522,-2.3320627212524414,1.1607067175209522,2.3320627212524414,0.7128843665122986,0.4904981851577759,8,1,C->A,FLAG,hard:option_swap_n
US-00341,gpt-oss:120b,0,0,7,7,1.024140453547915,,0.9910313901345292,0,0,0,0,,0,0,,0,24,0,0,0,,1.0,0,76.70005492210554,0.5225191884803382,0.817132226058415,0.5800392627716064,-1.2684309972184045,-3.0031814575195312,1.2684309972184045,3.0031814575195312,0.7600168415478298,0.6550225019454956,7,0,,PASS,
US-00342,gpt-oss:120b,0,0,6,6,1.1201923076923077,,0.9936143039591316,0,0,0,0,,0,0,,0,21,0,0,0,,1.0,0,71.1101643761784,2.4388214264994112,0.7183364729086558,0.5814108848571777,-2.9292289912700653,-7.6122355461120605,2.9292289912700653,7.6122355461120605,0.7289131581783295,0.5810853838920593,6,0,,PASS,
US-00343,gpt-oss:120b,0,0,10,10,0.9555707450444292,,0.9869186046511628,0,0,0,0,,0,0,,0,6,0,0,0,,1.0,0,77.8395909552443,-0.8454948601398378,0.8179527461528778,0.6028135418891907,-1.1395816709846258,-5.5479583740234375,1.1395816709846258,5.5479583740234375,0.8194678544998169,0.7185423374176025,10,1,D->A,FLAG,hard:option_swap_n
US-00344,gpt-oss:120b,0,0,6,6,0.9405737704918032,,0.9925373134328358,0,0,0,0,,0,0,,0,13,0,0,0,,1.0,0,75.67063625937259,-1.144695080215861,0.8340693612893423,0.6513909101486206,-1.0041717688242595,-3.784097671508789,1.0041717688242595,3.784097671508789,0.7682972053686777,0.6649214625358582,6,0,,PASS,
US-00345,gpt-oss:120b,0,0,11,11,1.0293650793650793,,0.9841521394611727,0,0,0,0,,0,0,,0,12,0,0,0,,1.0,0,72.89351270407263,0.6267541585954725,0.8063101660121571,0.675326406955719,-1.972372423518788,-5.412720680236816,1.972372423518788,5.412720680236816,0.7420674345710061,0.580748975276947,11,0,,PASS,
US-00346,gpt-oss:120b,0,0,9,9,1.0215877437325904,,0.9890859481582538,0,0,0,0,,0,0,,0,15,0,0,0,,1.0,0,77.46524564234633,0.4715908271728494,0.81133504708608,0.7050694227218628,-1.887948797808753,-5.242973327636719,1.887948797808753,5.242973327636719,0.8097876376575894,0.6791344881057739,9,0,,PASS,
US-00347,gpt-oss:120b,0,0,7,7,1.017841213202498,,0.976068376068376,0,0,0,0,,0,1,palpated,0,7,0,0,0,,1.0,0,81.16540274873299,0.3968449005733444,0.8229836225509644,0.7571766376495361,-1.8226952297346928,-7.870416641235352,1.8226952297346928,7.870416641235352,0.8097395811762128,0.7305557727813721,7,0,,FLAG,hard:latin_word_n
US-00348,gpt-oss:120b,0,0,8,8,0.9832589285714286,,0.9836829836829836,0,0,0,0,,0,0,,0,5,0,0,0,,1.0,0,64.24437495378153,-0.2930960695895868,0.7699218392372131,0.6767581701278687,-1.4032919574528933,-5.380247116088867,1.4032919574528933,5.380247116088867,0.7957497015595436,0.7277785539627075,8,0,,PASS,
US-00349,gpt-oss:120b,0,0,7,7,1.001865671641791,,0.9886363636363636,0,0,0,0,,0,0,,0,11,0,0,0,,1.0,0,78.37238201664108,0.0781215784776788,0.8233859368732998,0.7355832457542419,-2.299259415694645,-7.27949857711792,2.299259415694645,7.27949857711792,0.8315368209566388,0.702914834022522,7,0,,PASS,
US-00350,gpt-oss:120b,0,0,8,8,0.9641768292682928,,0.9886547811993516,0,0,0,0,,0,0,,0,11,0,0,0,,1.0,0,78.298307970095,-0.6737974097816354,0.8464165106415749,0.772485613822937,-1.2035800702869892,-3.7095794677734375,1.2035800702869892,3.7095794677734375,0.8131112456321716,0.7087740898132324,8,0,,PASS,
US-00351,gpt-oss:120b,1,0,9,9,0.9943502824858758,,0.9775280898876404,0,0,0,0,,0,0,,0,4,0,0,0,,1.0,0,76.03988095311198,-0.0718157359797281,0.8583659264776442,0.765038013458252,-0.875873820649253,-2.597625255584717,0.875873820649253,2.597625255584717,0.801324208577474,0.6391053199768066,9,0,,PASS,
